"ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
1707,"ENSG00000025708.14","TYMP","chr22","-",50528511,50528573,50527587,50527717,50529135,50529300,1707,"74,102,120","4,9,28","118,120,96","5,3,1",211,149,5.4561627657e-06,0.000678276764004173,"0.929,0.889,0.752","0.943,0.966,0.985",-0.108
91204,"ENSG00000172167.8","MTBP","chr8","+",120509933,120510029,120506705,120506861,120515924,120516191,91204,"71,50,59","9,7,13","42,56,47","0,1,3",245,149,5.48932649636e-06,0.000681324831197816,"0.828,0.813,0.734","1.0,0.971,0.905",-0.167
36563,"ENSG00000144724.20","PTPRG","chr3","+",62231224,62231311,62218850,62218983,62243806,62243898,36563,"11,8,15","45,50,35","13,18,23","14,18,25",236,149,5.53166305117e-06,0.000683351133821259,"0.134,0.092,0.213","0.37,0.387,0.367",-0.228
103224,"ENSG00000291174.1","ENSG00000291174","chr11","+",65455693,65455819,65455436,65455581,65456300,65456610,103224,"199,173,179","20,30,17","146,180,142","11,1,5",275,149,5.51893622491e-06,0.000683351133821259,"0.844,0.758,0.851","0.878,0.99,0.939",-0.118
104688,"ENSG00000182141.10","ZNF708","chr19","-",21306817,21306941,21294542,21294739,21309245,21309341,104688,"0,0,0","12,11,6","0,10,5","20,5,3",273,149,5.5252910609e-06,0.000683351133821259,"0.0,0.0,0.0","0.0,0.522,0.476",-0.333
58534,"ENSG00000172965.17","MIR4435-2HG","chr2","-",111239801,111239996,111207813,111208661,111344060,111344237,58534,"2,4,2","0,0,0","3,4,8","7,2,0",344,149,5.66402431401e-06,0.000697515744232341,"1.0,1.0,1.0","0.157,0.464,1.0",0.46
17998,"ENSG00000180953.11","ST20","chr15","-",79907628,79907684,79898846,79899125,79923451,79923702,17998,"20,30,23","0,0,0","31,44,15","10,4,0",205,149,5.68514168875e-06,0.000699024090793808,"1.0,1.0,1.0","0.693,0.889,1.0",0.139
30070,"ENSG00000249942.1","ENSG00000249942","chr4","-",74585012,74585105,74584014,74584094,74588331,74588413,30070,"15,6,36","2,0,0","21,20,8","3,15,2",242,149,5.71838803309e-06,0.000701905197194405,"0.822,1.0,1.0","0.812,0.451,0.711",0.283
107458,"ENSG00000249859.14","PVT1","chr8","+",127890588,127890998,127816827,127816884,128096517,128096654,107458,"159,160,148","0,0,0","153,188,119","5,5,4",559,149,5.72638510177e-06,0.000701905197194405,"1.0,1.0,1.0","0.891,0.909,0.888",0.104
67313,"ENSG00000115194.11","SLC30A3","chr2","-",27257904,27258058,27257153,27257352,27258160,27258307,67313,"76,95,121","1,2,1","70,89,93","5,11,6",303,149,5.75875751718e-06,0.00070477713310022,"0.974,0.959,0.983","0.873,0.799,0.884",0.12
51965,"ENSG00000172901.21","LVRN","chr5","+",116021711,116021752,116015627,116015765,116022390,116022466,51965,"0,3,4","4,0,0","0,0,0","1,2,6",190,149,5.80515454551e-06,0.0007093538845029,"0.0,1.0,1.0","0.0,0.0,0.0",0.667
103777,"ENSG00000291186.1","ENSG00000291186","chr11","+",71791738,71791819,71789782,71789845,71793379,71793481,103777,"3,0,0","0,2,4","1,1,2","0,1,0",230,149,5.9616811704e-06,0.000725107872600426,"1.0,0.0,0.0","1.0,0.393,1.0",-0.464
1003,"ENSG00000165591.7","FAAH2","chrX","+",57431917,57432037,57380911,57381029,57446927,57447039,1003,"33,23,33","0,0,0","30,7,26","3,4,2",269,149,5.97941292069e-06,0.000725578598644154,"1.0,1.0,1.0","0.847,0.492,0.878",0.261
47190,"ENSG00000121940.17","CLCC1","chr1","-",108962308,108962464,108950308,108950438,108963360,108963450,47190,"2,3,13","2,8,0","3,5,2","0,0,0",305,149,5.98396357443e-06,0.000725578598644154,"0.328,0.155,1.0","1.0,1.0,1.0",-0.506
104843,"ENSG00000173715.19","TOP6BL","chr11","+",66821642,66821764,66815833,66816199,66828265,66828364,104843,"52,76,87","0,0,0","41,57,54","10,0,3",271,149,6.19794448531e-06,0.000746928126314538,"1.0,1.0,1.0","0.693,1.0,0.908",0.133
80465,"ENSG00000132153.15","DHX30","chr3","+",47819235,47819264,47818021,47818117,47824766,47825004,80465,"15,4,13","1,2,2","2,6,3","6,7,7",178,149,6.23098063346e-06,0.000748832136127693,"0.926,0.626,0.845","0.218,0.418,0.264",0.499
96471,"ENSG00000185024.18","BRF1","chr14","-",105241264,105241414,105228819,105228913,105247070,105247193,96471,"55,95,54","1,0,0","78,69,89","9,4,3",299,149,6.23274606737e-06,0.000748832136127693,"0.965,1.0,1.0","0.812,0.896,0.937",0.107
38854,"ENSG00000126858.19","RHOT1","chr17","+",32172936,32173060,32142474,32142729,32173830,32173912,38854,"15,32,6","6,4,7","12,16,4","0,0,1",273,149,6.25830825518e-06,0.00075075885103807,"0.577,0.814,0.319","1.0,1.0,0.686",-0.325
110172,"ENSG00000033030.16","ZCCHC8","chr12","-",122483278,122483344,122482634,122482695,122489385,122489463,110172,"29,35,20","0,8,4","39,27,15","0,0,0",215,149,6.41521428735e-06,0.000767246000087239,"1.0,0.752,0.776","1.0,1.0,1.0",-0.157
76804,"ENSG00000077157.23","PPP1R12B","chr1","+",202445045,202445228,202442446,202442572,202448988,202449097,76804,"40,1,33","1,0,0","18,23,14","6,0,7",332,149,6.52624317943e-06,0.000775815771020777,"0.947,1.0,1.0","0.574,1.0,0.473",0.3
98932,"ENSG00000126460.11","PRRG2","chr19","+",49583541,49583717,49581315,49581481,49589899,49590052,98932,"4,18,12","0,0,0","11,11,10","5,0,3",325,149,6.53957828645e-06,0.000776230214829152,"1.0,1.0,1.0","0.502,1.0,0.604",0.298
12780,"ENSG00000173065.14","FAM222B","chr17","-",28834292,28834326,28790377,28790425,28842681,28842727,12780,"1,5,9","0,0,0","4,1,2","0,5,3",183,149,6.69745549076e-06,0.000792582514270645,"1.0,1.0,1.0","1.0,0.14,0.352",0.503
1186,"ENSG00000147118.12","ZNF182","chrX","-",47988523,47988617,47983284,47983411,48002594,48002653,1186,"7,22,3","1,10,10","4,11,4","0,0,1",243,149,6.76278542699e-06,0.000799113843220715,"0.811,0.574,0.155","1.0,1.0,0.71",-0.39
23235,"ENSG00000225292.2","LINC02935","chr10","+",112890965,112891072,112888734,112888807,112905976,112906111,23235,"7,11,25","0,1,0","9,9,8","10,6,0",256,149,6.90330115161e-06,0.000813540284899909,"1.0,0.865,1.0","0.344,0.466,1.0",0.352
78923,"ENSG00000281706.5","LINC01012","chr6","+",27710680,27710889,27702313,27702417,27713003,27713706,78923,"35,63,60","2,7,3","26,34,45","0,0,0",358,149,6.92816549686e-06,0.000814014488043728,"0.879,0.789,0.893","1.0,1.0,1.0",-0.146
5040,"ENSG00000089063.16","TMEM230","chr20","-",5111499,5111605,5109331,5109445,5112729,5113042,5040,"27,25,24","50,58,47","11,21,6","64,84,68",255,149,7.06327071032e-06,0.000825952049011678,"0.24,0.201,0.23","0.091,0.127,0.049",0.135
110687,"ENSG00000132953.18","XPO4","chr13","-",20862968,20863123,20862716,20862858,20902669,20903048,110687,"35,18,16","0,0,0","34,33,14","0,8,3",304,149,7.06096219227e-06,0.000825952049011678,"1.0,1.0,1.0","1.0,0.669,0.696",0.212
87454,"ENSG00000185164.15","NOMO2","chr16","-",18528012,18528071,18527536,18527624,18529500,18529637,87454,"3,0,0","17,6,356","16,0,3","9,15,1",208,149,7.08999503729e-06,0.000827848827946683,"0.112,0.0,0.0","0.56,0.0,0.682",-0.377
6031,"ENSG00000105327.18","BBC3","chr19","-",47228157,47228446,47226563,47226754,47232514,47232766,6031,"140,247,306","10,14,10","182,230,125","27,24,22",438,149,7.18463174387e-06,0.000833956923259373,"0.826,0.857,0.912","0.696,0.765,0.659",0.158
78542,"ENSG00000183137.16","CEP57L1","chr6","+",109140420,109140675,109100191,109100286,109145218,109145381,78542,"28,27,22","2,6,1","15,12,10","0,0,0",404,149,7.35400013352e-06,0.00085110942808132,"0.838,0.624,0.89","1.0,1.0,1.0",-0.216
21557,"ENSG00000100099.22","HPS4","chr22","-",26471212,26471388,26470718,26470813,26472301,26472418,21557,"28,53,52","50,76,61","19,8,19","50,56,59",325,149,7.41446370056e-06,0.000855594372708106,"0.204,0.242,0.281","0.148,0.061,0.129",0.13
88578,"ENSG00000172785.19","ZNG1A","chr9","-",146101,146158,134978,135030,154708,154795,88578,"31,11,32","6,3,7","11,20,5","14,19,4",206,149,7.53298071443e-06,0.000866732664244964,"0.789,0.726,0.768","0.362,0.432,0.475",0.338
33149,"ENSG00000109466.14","KLHL2","chr4","+",165228806,165228913,165207560,165207902,165263196,165263359,33149,"4,4,4","2,0,7","7,8,5","0,0,0",256,149,7.58418750224e-06,0.000870084043652177,"0.538,1.0,0.25","1.0,1.0,1.0",-0.404
83878,"ENSG00000157426.14","AASDH","chr4","-",56371450,56371643,56355181,56355423,56378147,56378464,83878,"129,104,79","7,22,2","45,66,56","2,0,0",342,149,7.58151179325e-06,0.000870084043652177,"0.889,0.673,0.945","0.907,1.0,1.0",-0.133
4197,"ENSG00000196756.15","SNHG17","chr20","-",38427679,38427766,38425934,38426503,38431040,38431044,4197,"8,5,13","28,81,42","22,58,24","56,50,39",236,149,7.60226724228e-06,0.00087089054171555,"0.153,0.038,0.163","0.199,0.423,0.28",-0.183
38852,"ENSG00000126858.19","RHOT1","chr17","+",32171046,32171101,32142559,32142729,32173830,32173912,38852,"43,51,31","6,4,7","25,32,19","0,0,1",204,149,7.97396569674e-06,0.000905573640329342,"0.84,0.903,0.764","1.0,1.0,0.933",-0.142
25247,"ENSG00000288663.1","ENSG00000288663","chr12","+",53296453,53296551,53295838,53295941,53297849,53297924,25247,"49,39,58","46,63,33","42,68,54","0,46,0",247,149,7.98722734763e-06,0.000905774566048142,"0.391,0.272,0.515","1.0,0.471,1.0",-0.431
17341,"ENSG00000130731.16","METTL26","chr16","-",634888,635063,634718,634797,635280,635340,17341,"89,126,134","96,117,142","146,165,113","4,0,117",324,149,8.07472765429e-06,0.000911250152160008,"0.299,0.331,0.303","0.944,1.0,0.308",-0.44
20366,"ENSG00000291140.1","AMZ2P1","chr17","-",64974950,64975117,64973241,64973517,64975559,64975598,20366,"17,14,13","9,3,2","2,8,7","6,21,10",316,149,8.07648798529e-06,0.000911250152160008,"0.471,0.688,0.754","0.136,0.152,0.248",0.459
90157,"ENSG00000178821.13","TMEM52","chr1","-",1918892,1918934,1917590,1918162,1919044,1919088,90157,"14,15,9","1,5,0","3,7,9","2,11,15",191,149,8.08175926359e-06,0.000911250152160008,"0.916,0.701,1.0","0.539,0.332,0.319",0.476
64150,"ENSG00000115459.18","ELMOD3","chr2","+",85355075,85355170,85354393,85354829,85356966,85357025,64150,"8,31,2","5,5,0","2,17,16","0,0,0",244,149,8.11094889497e-06,0.000913234910224372,"0.494,0.791,1.0","1.0,1.0,1.0",-0.238
8619,"ENSG00000186111.11","PIP5K1C","chr19","-",3664856,3664914,3661929,3662001,3667321,3667344,8619,"39,26,48","1,10,5","66,47,41","0,2,0",207,149,8.32575767096e-06,0.00093486346769939,"0.966,0.652,0.874","1.0,0.944,1.0",-0.151
32882,"ENSG00000081377.17","CDC14B","chr9","-",96565392,96565455,96564776,96564852,96619218,96619843,32882,"15,22,26","0,7,4","17,20,17","0,0,0",212,149,8.36235164281e-06,0.00093486346769939,"1.0,0.688,0.82","1.0,1.0,1.0",-0.164
53752,"ENSG00000028203.19","VEZT","chr12","+",95243940,95244009,95218260,95218345,95251939,95252071,53752,"10,1,2","0,0,14","0,0,0","2,10,7",218,149,8.35625832851e-06,0.00093486346769939,"1.0,1.0,0.089","0.0,0.0,0.0",0.696
81737,"ENSG00000228649.11","SNHG26","chr7","+",22860546,22860638,22856972,22857016,22872493,22872945,81737,"3,10,8","0,0,0","1,2,1","1,2,1",241,149,8.35448816572e-06,0.00093486346769939,"1.0,1.0,1.0","0.382,0.382,0.382",0.618
110173,"ENSG00000033030.16","ZCCHC8","chr12","-",122483278,122483563,122482634,122482695,122489385,122489463,110173,"65,72,55","0,8,4","67,51,51","0,0,0",434,149,8.36037225282e-06,0.00093486346769939,"1.0,0.755,0.825","1.0,1.0,1.0",-0.14
49618,"ENSG00000184182.19","UBE2F","chr2","+",237987962,237987992,237973091,237973225,238016565,238016633,49618,"46,61,50","1,3,0","33,33,41","11,16,0",179,149,8.41195991907e-06,0.000937167575513182,"0.975,0.944,1.0","0.714,0.632,1.0",0.191
61844,"ENSG00000154222.15","CC2D1B","chr1","-",52357000,52357174,52356383,52356442,52357525,52357698,61844,"31,57,34","0,3,0","48,59,46","6,7,10",323,149,8.41863406031e-06,0.000937167575513182,"1.0,0.898,1.0","0.787,0.795,0.68",0.212
93621,"ENSG00000125354.24","SEPTIN6","chrX","-",119625334,119625396,119619308,119620051,119629317,119629508,93621,"5,7,4","0,2,29","5,11,7","0,0,0",211,149,8.4177367734e-06,0.000937167575513182,"1.0,0.712,0.089","1.0,1.0,1.0",-0.4
26117,"ENSG00000123219.13","CENPK","chr5","-",65528918,65529049,65528451,65528578,65529116,65529199,26117,"49,57,31","1,4,17","47,50,25","1,0,0",280,149,8.48214879501e-06,0.000941578249688328,"0.963,0.883,0.492","0.962,1.0,1.0",-0.208
72940,"ENSG00000214922.9","HLA-F-AS1","chr6","-",29738550,29738886,29738334,29738455,29747147,29747425,72940,"35,64,60","3,10,10","45,56,39","0,0,3",485,149,8.51159633053e-06,0.000943518234586107,"0.782,0.663,0.648","1.0,1.0,0.8",-0.236
13266,"ENSG00000006740.18","ARHGAP44","chr17","+",12980057,12980233,12958716,12958897,12990031,12990584,13266,"15,22,6","0,4,6","14,31,15","0,0,0",325,149,8.63509553362e-06,0.000947063318969456,"1.0,0.716,0.314","1.0,1.0,1.0",-0.323
15091,"ENSG00000124074.12","ENKD1","chr16","-",67663936,67664062,67663656,67663820,67666070,67666274,15091,"58,77,60","9,4,18","80,101,63","1,0,5",275,149,8.65920954785e-06,0.000947063318969456,"0.777,0.913,0.644","0.977,1.0,0.872",-0.172
23573,"ENSG00000293491.1","TMEM198B","chr12","+",55831256,55831349,55829959,55831083,55832958,55833014,23573,"6,1,2","0,0,0","2,0,0","0,4,1",242,149,8.60940507852e-06,0.000947063318969456,"1.0,1.0,1.0","1.0,0.0,0.0",0.667
23607,"ENSG00000112685.14","EXOC2","chr6","-",689138,689212,637700,637861,693018,693108,23607,"15,44,19","103,114,130","30,58,27","73,75,48",223,149,8.650842374e-06,0.000947063318969456,"0.089,0.205,0.089","0.215,0.341,0.273",-0.149
46553,"ENSG00000137210.14","TMEM14B","chr6","+",10827696,10827824,10755141,10755232,10829006,10829186,46553,"2,16,5","0,2,1","0,3,2","4,6,1",277,149,8.58285882521e-06,0.000947063318969456,"1.0,0.811,0.729","0.0,0.212,0.518",0.603
66851,"ENSG00000249898.10","MCPH1-AS1","chr8","-",6669988,6670240,6634594,6635419,6708140,6708191,66851,"9,4,1","0,2,5","8,7,3","0,0,0",401,149,8.6506691277e-06,0.000947063318969456,"1.0,0.426,0.069","1.0,1.0,1.0",-0.502
77964,"ENSG00000146282.19","RARS2","chr6","-",87541917,87541994,87530783,87530942,87555407,87555505,77964,"58,78,55","0,3,0","49,60,43","0,8,13",226,149,8.65534661587e-06,0.000947063318969456,"1.0,0.945,1.0","1.0,0.832,0.686",0.142
82984,"ENSG00000135315.12","CEP162","chr6","-",84219102,84219214,84215775,84215922,84221056,84221171,82984,"5,5,0","0,0,8","0,0,0","4,1,2",261,149,8.76673247208e-06,0.000954350856059372,"1.0,1.0,0.0","0.0,0.0,0.0",0.667
93358,"ENSG00000291092.1","PMS2P3","chr7","-",75525904,75525963,75516093,75516220,75527564,75527579,93358,"19,14,10","0,0,0","18,10,18","5,5,0",208,149,8.80494576216e-06,0.000957188689992607,"1.0,1.0,1.0","0.721,0.589,1.0",0.23
12663,"ENSG00000176208.9","ATAD5","chr17","+",30879422,30879487,30878002,30878096,30887191,30887372,12663,"10,19,4","4,2,5","12,9,14","0,0,1",214,149,8.93193943841e-06,0.000963931231186342,"0.635,0.869,0.358","1.0,1.0,0.907",-0.348
13729,"ENSG00000167840.14","ZNF232","chr17","-",5111075,5111219,5108925,5109868,5111799,5111815,13729,"38,35,52","0,0,6","60,49,52","11,14,15",293,149,8.94035056775e-06,0.000963931231186342,"1.0,1.0,0.815","0.735,0.64,0.638",0.267
96278,"ENSG00000167549.19","CORO6","chr17","-",29621223,29621423,29619059,29619189,29622687,29622732,96278,"1,7,6","0,5,2","1,12,5","0,0,0",349,149,8.91676785064e-06,0.000963931231186342,"1.0,0.374,0.562","1.0,1.0,1.0",-0.355
10790,"ENSG00000132470.14","ITGB4","chr17","+",75739671,75739705,75737321,75737444,75740357,75740461,10790,"10,6,5","2,3,10","4,3,8","0,0,1",183,149,8.99784680231e-06,0.000965029952496246,"0.803,0.62,0.289","1.0,1.0,0.867",-0.385
16046,"ENSG00000176953.13","NFATC2IP","chr16","+",28955977,28956058,28954564,28954682,28956150,28956337,16046,"146,173,177","9,11,7","177,246,139","39,26,20",230,149,8.99951804967e-06,0.000965029952496246,"0.913,0.911,0.942","0.746,0.86,0.818",0.114
84185,"ENSG00000164659.15","ELAPOR2","chr7","-",86964903,86965024,86947726,86947922,87059324,87059631,84185,"26,27,19","0,0,0","16,15,5","5,3,0",270,149,8.97948137724e-06,0.000965029952496246,"1.0,1.0,1.0","0.638,0.734,1.0",0.209
84662,"ENSG00000134369.16","NAV1","chr1","+",201648633,201649425,201629403,201629507,201712816,201712919,84662,"122,146,153","0,11,2","156,168,132","0,0,0",941,149,8.99175861779e-06,0.000965029952496246,"1.0,0.678,0.924","1.0,1.0,1.0",-0.133
104955,"ENSG00000169180.12","XPO6","chr16","-",28155701,28155771,28152658,28152785,28155945,28155975,104955,"1,3,3","1,0,0","0,0,6","5,3,0",219,149,9.21252487573e-06,0.000983855214201436,"0.405,1.0,1.0","0.0,0.0,1.0",0.468
57025,"ENSG00000153044.10","CENPH","chr5","+",69202505,69202569,69195716,69195791,69209706,69209929,57025,"7,6,3","0,0,0","1,13,11","0,3,5",213,149,9.29978753472e-06,0.000989153514910873,"1.0,1.0,1.0","1.0,0.752,0.606",0.214
54095,"ENSG00000123600.21","METTL8","chr2","-",171326041,171326148,171325840,171325906,171330558,171330616,54095,"62,66,63","0,8,6","50,45,62","0,0,0",256,149,9.34793128915e-06,0.000992934237943878,"1.0,0.828,0.859","1.0,1.0,1.0",-0.104
52539,"ENSG00000031003.11","FAM13B","chr5","-",138019880,138019977,138018954,138019146,138021030,138021197,52539,"3,7,1","1,4,5","0,1,0","5,9,4",246,149,9.37860109618e-06,0.000994851205108246,"0.645,0.515,0.108","0.0,0.063,0.0",0.402
107323,"ENSG00000006704.11","GTF2IRD1","chr7","+",74515344,74515596,74512829,74512971,74518138,74518322,107323,"70,92,61","9,2,1","75,96,100","0,0,0",401,149,9.39794734589e-06,0.000995563467831076,"0.743,0.945,0.958","1.0,1.0,1.0",-0.118
41950,"ENSG00000143147.15","GPR161","chr1","-",168114455,168114549,168104476,168104894,168133875,168133921,41950,"18,10,25","2,8,1","18,9,20","0,0,0",243,149,9.4810074599e-06,0.00100032878574567,"0.847,0.434,0.939","1.0,1.0,1.0",-0.26
82084,"ENSG00000145390.12","USP53","chr4","+",119259819,119259925,119256440,119256523,119261714,119261864,82084,"23,28,21","5,3,4","18,21,25","1,0,0",255,149,9.5210061658e-06,0.0010032060173229,"0.729,0.845,0.754","0.913,1.0,1.0",-0.195
31218,"ENSG00000204599.16","TRIM39","chr6","+",30327651,30327696,30326834,30326995,30328888,30329041,31218,"5,2,7","7,13,5","0,0,2","8,24,10",194,149,9.65733112912e-06,0.00101485673725546,"0.354,0.106,0.518","0.0,0.0,0.133",0.282
15866,"ENSG00000229809.9","ZNF688","chr16","-",30571009,30571123,30569671,30570436,30571433,30571652,15866,"36,64,48","10,2,5","40,59,51","0,2,0",263,149,9.73986977115e-06,0.0010201108181153,"0.671,0.948,0.845","1.0,0.944,1.0",-0.16
20820,"ENSG00000165949.13","IFI27","chr14","+",94111658,94111773,94110677,94110797,94114850,94114880,20820,"9,15,10","0,0,0","36,23,27","6,6,0",264,149,9.7461580415e-06,0.0010201108181153,"1.0,1.0,1.0","0.772,0.684,1.0",0.181
33800,"ENSG00000198858.10","R3HDM4","chr19","-",902518,902627,901975,902434,913086,913204,33800,"27,37,21","0,0,0","36,21,11","2,6,1",258,149,9.74567473733e-06,0.0010201108181153,"1.0,1.0,1.0","0.912,0.669,0.864",0.185
12931,"ENSG00000128487.19","SPECC1","chr17","+",20296960,20297077,20260191,20260294,20313975,20314621,12931,"81,70,108","1,3,1","51,40,54","6,9,4",266,149,9.80400912198e-06,0.00102480501186851,"0.978,0.929,0.984","0.826,0.713,0.883",0.156
75897,"ENSG00000151881.15","TMEM267","chr5","-",43479889,43479987,43453657,43454043,43483821,43483836,75897,"0,0,0","14,22,11","10,1,1","13,10,10",247,149,9.87165444921e-06,0.0010291460918181,"0.0,0.0,0.0","0.317,0.057,0.057",-0.144
38243,"ENSG00000235257.11","ITGA9-AS1","chr3","-",37834678,37834767,37820918,37821100,37851423,37851450,38243,"3,8,13","0,0,0","4,16,2","2,3,2",238,149,9.96989335467e-06,0.00103527950559725,"1.0,1.0,1.0","0.556,0.77,0.385",0.43
71064,"ENSG00000291136.1","ENSG00000291136","chr7","-",66588511,66588580,66576754,66576932,66592256,66592386,71064,"12,25,8","11,18,21","24,35,14","7,0,4",218,149,1.00006571933e-05,0.0010371076272236,"0.427,0.487,0.207","0.701,1.0,0.705",-0.428
44900,"ENSG00000077254.14","USP33","chr1","-",77745420,77745599,77741616,77741748,77759700,77759846,44900,"95,128,77","13,11,7","53,57,46","0,0,3",328,149,1.01285262256e-05,0.00104623826274006,"0.768,0.841,0.833","1.0,1.0,0.874",-0.144
20819,"ENSG00000165949.13","IFI27","chr14","+",94111624,94111773,94110735,94110797,94114850,94114880,20819,"12,10,9","0,0,0","39,16,33","6,6,0",298,149,1.04637334962e-05,0.00107937650420949,"1.0,1.0,1.0","0.765,0.571,1.0",0.221
35459,"ENSG00000153975.10","ZUP1","chr6","-",116666633,116666912,116660735,116660846,116668565,116668794,35459,"92,102,72","5,6,2","43,76,67","0,0,0",428,149,1.05256748524e-05,0.00108300399933669,"0.865,0.855,0.926","1.0,1.0,1.0",-0.118
15093,"ENSG00000124074.12","ENKD1","chr16","-",67664995,67665168,67663786,67663820,67666070,67666129,15093,"113,92,167","9,4,18","110,141,106","1,0,5",322,149,1.056713347e-05,0.00108585218310046,"0.853,0.914,0.811","0.981,1.0,0.907",-0.103
92714,"ENSG00000170802.17","FOXN2","chr2","+",48362642,48362707,48346200,48346751,48373291,48373328,92714,"34,17,9","0,0,0","6,20,3","0,8,2",214,149,1.06313252362e-05,0.00108960715018349,"1.0,1.0,1.0","1.0,0.635,0.511",0.285
61964,"ENSG00000090661.12","CERS4","chr19","+",8214365,8214481,8210705,8210862,8241340,8241457,61964,"0,10,5","7,20,11","0,1,0","7,19,12",265,149,1.07593435974e-05,0.00109986727059544,"0.0,0.219,0.204","0.0,0.029,0.0",0.131
47232,"ENSG00000256294.8","ZNF225","chr19","+",44114048,44114213,44113414,44113569,44115759,44115842,47232,"2,14,8","4,6,2","0,0,4","8,8,12",314,149,1.08057150479e-05,0.00110282141045686,"0.192,0.525,0.655","0.0,0.0,0.137",0.412
